;Visual Properties;;;;;;Labels;;;;Layout;;;;;;Graph Metrics;;;;;;;;;Do Not Edit;;Other Columns;;;;;;;;;;;;;;;;;;
Vertex;Color;Shape;Size;Opacity;Image File;Visibility;Label;Label Fill Color;Label Position;Tooltip;Layout Order;X;Y;Locked?;Polar R;Polar Angle;Degree;In-Degree;Out-Degree;Betweenness Centrality;Closeness Centrality;Eigenvector Centrality;PageRank;Clustering Coefficient;Reciprocated Vertex Pair Ratio;ID;Dynamic Filter;Add Your Own Columns Here;Followed;Followers;Tweets;Favorites;Time Zone UTC Offset (Seconds);Description;Location;Web;Time Zone;Joined Twitter Date (UTC);Custom Menu Item Text;Custom Menu Item Action;Tweeted Search Term?;;;;;
jacqie7302;;;;;http://pbs.twimg.com/profile_images/1372960635965870084/WLZNCHFi_normal.jpg;;;;;"jacqie7302

#goedemorgen #ikzorg #Covid_19
#vaccineren #wappie https://t.co/uwXKJPbC4G";;8.350,8;8.415,0;;;;;;;;;;;;;210;;;171;85;1876;223;;Ouderenzorg PG. Zon aanbidder. Cocktails! Hekel aan regen. En voor iedereen die vandaag jarig is: Gefeliciteerd! Dat vind ik altijd zo'n gedoe elke dag;;;;3-3-2015 08:32;Open Twitter Page for This Person;https://twitter.com/jacqie7302;Yes;;;;;
bbbraa;;;;;http://pbs.twimg.com/profile_images/1258435456661884928/rnmB1Abr_normal.jpg;;;;;"bbbraa

@Just_EW @MoniqueTenDam @Hooploos
@PolitieUtrecht De maximale woordenschat
van een #wappie is 1";;4.744,1;1.712,6;;;;;;;;;;;;;211;;;423;195;18158;1306;;Bio? geboren, daarna wat gespeeld, daarna wat geleerd en nu aan het werk. Ik voer een zero tolerance beleid voor wappie reacties.;location? gewoon hier;;;21-1-2010 12:10;Open Twitter Page for This Person;https://twitter.com/bbbraa;Yes;;;;;
politieutrecht;;;;;http://pbs.twimg.com/profile_images/716950750753124352/cyKM6mAI_normal.jpg;;;;;"politieutrecht

";;7.423,5;2.246,0;;;;;;;;;;;;;212;;;141;109956;19175;273;;Twitteraccount van de politie in de provincie Utrecht. Meldingen kunt u doen via 0900-8844. Bij spoed via 112. Dit account wordt niet 24/7 uitgelezen.;Utrecht;http://t.co/oPmtvoKxEK;;16-1-2009 11:15;Open Twitter Page for This Person;https://twitter.com/politieutrecht;No;;;;;
hooploos;;;;;http://pbs.twimg.com/profile_images/477199786517745664/LQ_P8oTX_normal.jpeg;;;;;"hooploos

";;5.576,3;217,1;;;;;;;;;;;;;213;;;230;60;603;82;;;Utrecht;https://t.co/7afsOzpPTp;;19-1-2011 23:21;Open Twitter Page for This Person;https://twitter.com/hooploos;No;;;;;
moniquetendam;;;;;http://pbs.twimg.com/profile_images/1322659736261660674/HiLgzaCG_normal.jpg;;;;;"moniquetendam

";;3.224,0;5.439,4;;;;;;;;;;;;;214;;;621;167;10644;6636;;jongensmoeder en mezelf 💃;;;;21-1-2011 12:55;Open Twitter Page for This Person;https://twitter.com/moniquetendam;No;;;;;
just_ew;;;;;http://pbs.twimg.com/profile_images/1063905993472516096/jVFKj8a__normal.jpg;;;;;"just_ew

";;4.971,2;2.095,2;;;;;;;;;;;;;215;;;280;69;1961;1559;;Working in IT, living life to the fullest, member of the Proud Daddy Association;Somewhere;;;25-11-2008 11:25;Open Twitter Page for This Person;https://twitter.com/just_ew;No;;;;;
svenbosman3;;;;;http://pbs.twimg.com/profile_images/1351060088254046209/8lR5snJi_normal.jpg;;;;;"svenbosman3

@little_kean @Bettieke Yes make
Eindhoven great again #wappie #free";;4.489,1;7.994,9;;;;;;;;;;;;;216;;;117;37;452;488;;40 nog wat - webdesign - Zaltbommel - Eindhoven - PSV;Zaltbommel, Nederland;https://t.co/y74xKpPagk;;18-1-2021 06:52;Open Twitter Page for This Person;https://twitter.com/svenbosman3;Yes;;;;;
bettieke;;;;;http://pbs.twimg.com/profile_images/1350849740779495425/0Efhij0l_normal.jpg;;;;;"bettieke

";;1.920,1;7.557,1;;;;;;;;;;;;;217;;;305;356;72527;2931;;pekskesbouwert, compulsive eater, recreatieve drinkert, zonaanbidderes, 040gekkie, #teamfriet, virtual assistant @ https://t.co/aLbmhh6jv2;Eindhoven;;;26-6-2009 07:37;Open Twitter Page for This Person;https://twitter.com/bettieke;No;;;;;
little_kean;;;;;http://pbs.twimg.com/profile_images/1381636003799138316/i6aJ9BKX_normal.jpg;;;;;"little_kean

";;5.231,1;8.252,7;;;;;;;;;;;;;218;;;99;111;2427;2877;;Winging it since ‘76 • Food • Wine • Creating • Strong believer of just being NICE • Tweets English & Dutch;;;;24-8-2019 09:14;Open Twitter Page for This Person;https://twitter.com/little_kean;No;;;;;
johndej46544548;;;;;http://pbs.twimg.com/profile_images/1374806795626164232/Bp79wcx0_normal.jpg;;;;;"johndej46544548

@remcovschie Wat begrijpen ze nou
niet he die #wappie (s), complotdenkers
en wappies pffffft! Ga wat nuttigs
doen! https://t.co/m20mMoer01";;8.183,9;7.044,9;;;;;;;;;;;;;219;;;53;17;200;811;;;;;;24-3-2021 19:30;Open Twitter Page for This Person;https://twitter.com/johndej46544548;Yes;;;;;
remcovschie;;;;;http://pbs.twimg.com/profile_images/1382637626075795457/7uLJirLm_normal.jpg;;;;;"remcovschie

";;2.462,0;5.396,7;;;;;;;;;;;;;220;;;309;94;754;1496;;𝑻𝒉𝒆𝒓𝒆 𝑨𝒓𝒆 𝑵𝒐 𝑺𝒆𝒄𝒓𝒆𝒕𝒔, 𝑶𝒏𝒍𝒚 𝑰𝒏𝒇𝒐𝒓𝒎𝒂𝒕𝒊𝒐𝒏 𝒀𝒐𝒖 𝑫𝒐𝒏'𝒕 𝒀𝒆𝒕 𝑯𝒂𝒗𝒆;52.272675,4.966772;https://t.co/usppkmGZl0;;11-7-2007 10:36;Open Twitter Page for This Person;https://twitter.com/remcovschie;No;;;;;
spekkie70;;;;;http://pbs.twimg.com/profile_images/1366313161155096577/bR5SnsvU_normal.jpg;;;;;"spekkie70

@wierdduk tja, iemand die zich
(nog) niet wil laten #vaccineren
wordt een #wappie genoemd. En zo
worden we steeds m… https://t.co/d5BJCHGE69";;6.532,9;2.199,9;;;;;;;;;;;;;221;;;714;743;95552;106620;;"Female. 

""Ik heb daar geen actieve herinnering aan"" 

""Naar eer en geweten jokkebrok""";;;;6-3-2011 22:03;Open Twitter Page for This Person;https://twitter.com/spekkie70;Yes;;;;;
mvbammel;;;;;http://pbs.twimg.com/profile_images/1339838272332296192/8Ecr3XwP_normal.jpg;;;;;"mvbammel

@Richard08968140 @Lauwetweetjes
@Justin_DigiT @AngelaKS99 @MinaTollens
Zij heeft tenminste een vent. Jij
kan nieman… https://t.co/lh7hUyGGAf";;4.495,3;6.175,7;;;;;;;;;;;;;222;;;46;59;1590;1480;;PSV fanatic, tweet er lustig op los en lust ook bijzonder graag een (speciaal) biertje | Klokkenluider daar waar nodig;Stadion aan de Mathildelaan;;;23-10-2020 16:26;Open Twitter Page for This Person;https://twitter.com/mvbammel;Yes;;;;;
minatollens;;;;;http://pbs.twimg.com/profile_images/1382357529632632838/R2QL3FQt_normal.jpg;;;;;"minatollens

";;4.853,4;2.978,0;;;;;;;;;;;;;223;;;740;1946;5178;8697;;Ze noemen mij ook wel de V&D, erg gesloten. *Komt op en vecht voor kinderen als niemand anders dat doet❤️*;;;;6-10-2017 10:54;Open Twitter Page for This Person;https://twitter.com/minatollens;No;;;;;
angelaks99;;;;;http://pbs.twimg.com/profile_images/1350085630760525830/5qlUHnr-_normal.jpg;;;;;"angelaks99

";;8.070,2;5.753,9;;;;;;;;;;;;;224;;;342;314;1594;2169;;Demotiverende spreker. Veluwenaar bij ziel, Amsterdammer bij hart. Fan van All-You-Can-Eat-Sushi en Temptation Island.;Amsterdam ;;;27-6-2010 09:57;Open Twitter Page for This Person;https://twitter.com/angelaks99;No;;;;;
justin_digit;;;;;http://pbs.twimg.com/profile_images/1385566176474980357/H_hWRC5L_normal.jpg;;;;;"justin_digit

";;1.546,9;4.502,8;;;;;;;;;;;;;225;;;548;566;13724;13504;;"IT Design/Developer #linux #archx64 #debian #kde #proxmox #amd #zxspectrum #v70n #father #lovemykids
🔻
Bevalt het je niet? Volg mij dan niet.";Nederland;;;30-9-2010 17:44;Open Twitter Page for This Person;https://twitter.com/justin_digit;No;;;;;
lauwetweetjes;;;;;http://pbs.twimg.com/profile_images/1387156034624622595/BjHgTKhx_normal.jpg;;;;;"lauwetweetjes

";;6.729,1;5.147,7;;;;;;;;;;;;;226;;;1173;2073;21674;20618;;Nederlandse🦀 in Antwerpen🇳🇱🇧🇪 Eerlijk,sarcastisch,grof, tweets niet altijd TE serieus nemen, soms typvauten en 30..ish ➡️ Ik tweet véél‼️;Antwerpen, België;https://t.co/PXhSK2GCGV;;15-3-2014 09:48;Open Twitter Page for This Person;https://twitter.com/lauwetweetjes;No;;;;;
richard08968140;;;;;http://pbs.twimg.com/profile_images/1386276804969828353/W5eICT8a_normal.jpg;;;;;"richard08968140

";;7.762,0;2.942,3;;;;;;;;;;;;;227;;;478;111;510;781;;Humor/fun tweets;;;;13-2-2021 20:12;Open Twitter Page for This Person;https://twitter.com/richard08968140;No;;;;;
billy6318;;;;;http://pbs.twimg.com/profile_images/1344383062713511944/Usc7o-_l_normal.jpg;;;;;"billy6318

Waar is #willemengel gebleven?
Je kon de tv niet aanzetten of
de krant lezen of Ta da daar was
#Willem! #corona #wappie #Vaccinatie";;3.936,4;2.996,3;;;;;;;;;;;;;228;;;452;411;1842;1949;;volgt terug,  vrouw, oma, eerlijk, hekel aan, linkse hippies, klimaatdrammers ,ik heb recht op, en uitnemers! trots op thuiszorg, zorgmedewerkers 💚💛🐶♈️ Nexit;Den Haag, Nederland;;;21-9-2019 20:56;Open Twitter Page for This Person;https://twitter.com/billy6318;Yes;;;;;
opperduit;;;;;http://pbs.twimg.com/profile_images/1369615662587518976/_FGty33M_normal.jpg;;;;;"opperduit

Als je een knobbeltje in je borst
voelt kun je dat gewoon negeren,
dan krijgt niemand meer borstkanker.
Hoe bevrijd… https://t.co/qIGx9YZqyv";;1.415,8;6.259,4;;;;;;;;;;;;;229;;;454;512;8872;1825;;Gepassioneerd chirurg, twittert op persoonlijke titel. Habitat: Lekkerkerk en de Krimpenerwaard. 2:55 op de marathon. 🏳️‍🌈;Lekkerkerk, Opperduit;https://t.co/6g4qxy6NAR;;28-5-2009 13:12;Open Twitter Page for This Person;https://twitter.com/opperduit;Yes;;;;;
evaaaatjuh;;;;;http://pbs.twimg.com/profile_images/1181076877/SK101127-27-2_normal.jpg;;;;;"evaaaatjuh

RT @Opperduit: Als je een knobbeltje
in je borst voelt kun je dat gewoon
negeren, dan krijgt niemand meer
borstkanker. Hoe bevrijdend om
zo…";;2.455,4;6.766,0;;;;;;;;;;;;;230;;;251;69;1919;386;;gedreven, betrokken, sociaal, energie, creatief, allergisch voor ONRECHT... houdt van lachen, mijn gezin, kunst en het leven!;rotterdam;;;2-5-2009 19:39;Open Twitter Page for This Person;https://twitter.com/evaaaatjuh;Yes;;;;;
mediawatchernl;;;;;http://pbs.twimg.com/profile_images/1387488050570276872/PVh7Wze4_normal.jpg;;;;;"mediawatchernl

Het is weer #wappie dag in #amsterdam
nu op de #Nieuwmarkt @meer_irma
is er natuurlijk niet bij als hoofdwappie,
iv… https://t.co/vkK5fW9hvk";;1.415,8;8.848,8;;;;;;;;;;;;;231;;;22;78;735;715;;| Meer lezers dan volgers | Word volger, dan mis je niets |;;;;24-3-2009 15:00;Open Twitter Page for This Person;https://twitter.com/mediawatchernl;Yes;;;;;
meer_irma;;;;;http://pbs.twimg.com/profile_images/1059852410301100036/B7BLPYbI_normal.jpg;;;;;"meer_irma

";;6.230,2;6.704,5;;;;;;;;;;;;;232;;;681;2930;35835;86661;;Relax, nothing is under control. EU, bedrijf met naziroots, gevaarlijk voor elke inwoner van de lidstaten, NEXIT. Censuur, de doodsteek voor alles. Libertarisme;The Free World;;;18-7-2017 04:35;Open Twitter Page for This Person;https://twitter.com/meer_irma;No;;;;;
casparkx;;;;;http://pbs.twimg.com/profile_images/2390624706/khbd46pyk8522yfgtz0i_normal.jpeg;;;;;"casparkx

Als gecertificeerd #wappie kom
je hier mee weg. Schande... #koffiedrinken
#hufters https://t.co/P8HylhKk83";;8.196,7;3.089,8;;;;;;;;;;;;;233;;;557;520;12530;7292;;Ik Twitter op persoonlijke titel, omdat niemand anders dat voor mij doet. En vroeger had ik mooi haar, vraag maar aan mijn moeder...;Purmerend, Nederland;http://t.co/DVhqHKfkXp;;16-5-2012 18:42;Open Twitter Page for This Person;https://twitter.com/casparkx;Yes;;;;;
cmdr_drsyell;;;;;http://pbs.twimg.com/profile_images/1354896076373950466/IeAOT6pr_normal.jpg;;;;;"cmdr_drsyell

RT @WappieSpotter: #wappie bingo
5.0 is hier! Dankje voor alle reacties!
De spelregels: 1: sla een wappie
aan de haak 2: wees het opdre…";;7.613,8;1.509,6;;;;;;;;;;;;;234;;;2158;1758;120289;116070;;Mensenrechten. Satire. Politicologie/Staatsrecht #EliteDangerous #Arma3 Pro- demoniseur. Hageneis. #Teamwaterkanon;Kaal/Altis/Tanoa;https://t.co/RaggnY3B1Q;;29-7-2017 12:28;Open Twitter Page for This Person;https://twitter.com/cmdr_drsyell;Yes;;;;;
stiefloeder1;;;;;http://pbs.twimg.com/profile_images/1350509371160227843/O-Vg99GY_normal.jpg;;;;;"stiefloeder1

RT @WappieSpotter: #wappie bingo
5.0 is hier! Dankje voor alle reacties!
De spelregels: 1: sla een wappie
aan de haak 2: wees het opdre…";;1.493,7;5.271,7;;;;;;;;;;;;;235;;;356;1557;13139;33890;;Duivelse haatheks. Twitter BHV. Voor al uw noodsituaties. https://t.co/Zf2fkji8DR;;;;23-6-2020 14:03;Open Twitter Page for This Person;https://twitter.com/stiefloeder1;Yes;;;;;
pcg2021;;;;;http://pbs.twimg.com/profile_images/1372656627816529920/fGjjg4BO_normal.jpg;;;;;"pcg2021

Jackie post een filmpje van Jaap
van Dissel uit februari 2020 om
paniek te zaaien onder haar volgers...
Inmiddels a… https://t.co/fWszku5BpY";;8.252,8;2.341,0;;;;;;;;;;;;;236;;;119;26;1949;289;;| des vaderlands |🍅|🖥️|🤓|🤘|🎸|🍺|🔬|🌳|🌍| Alle leuke zinnetjes voor dit stukje zijn al gebruikt |;Eerste hunebed links;;;24-2-2021 16:59;Open Twitter Page for This Person;https://twitter.com/pcg2021;Yes;;;;;
sylviamvane;;;;;http://pbs.twimg.com/profile_images/1372471541762510849/SAURi_MW_normal.jpg;;;;;"sylviamvane

RT @WappieSpotter: #wappie bingo
5.0 is hier! Dankje voor alle reacties!
De spelregels: 1: sla een wappie
aan de haak 2: wees het opdre…";;8.148,4;5.775,1;;;;;;;;;;;;;237;;;445;407;10166;29316;;💉SPUIT MIJ VOL 💉| Vax to da Max | Koffie ☕️ | Rugby 🇮🇪 | Life is better with a cat | Mw. mr. | Multiple Sclerose | Opstandig |📚🥄| Tweets mostly in Dutch;;;;10-11-2012 20:35;Open Twitter Page for This Person;https://twitter.com/sylviamvane;Yes;;;;;
moveinsane1;;;;;http://pbs.twimg.com/profile_images/425460624361918464/wCJrjU1f_normal.jpeg;;;;;"moveinsane1

RT @migrant_nl: @WybrenvanHaga
In India is er niets aan de hand
volgens deze #fvd #wappie #haga
#baudet https://t.co/iSReYgKuYs";;4.522,5;4.337,1;;;;;;;;;;;;;238;;;21;111;3981;87;;The creativity in my head makes me the writer/ Film maker that I am;;http://t.co/UJhqetMif5;;26-6-2009 13:22;Open Twitter Page for This Person;https://twitter.com/moveinsane1;Yes;;;;;
migrant_nl;;;;;http://pbs.twimg.com/profile_images/1373676531483086854/8zII9LGv_normal.jpg;;;;;"migrant_nl

#haatsmurf aka #wilders is op dreef,
wat een droeftoeter! 😂😂😂 #vaccinatiepaspoort
#nutulendebat #debat #avondklok
#wappie";;6.183,9;5.935,0;;;;;;;;;;;;;239;;;70;19;555;6871;;Truth - Chedo nulli;;;;22-8-2020 16:12;Open Twitter Page for This Person;https://twitter.com/migrant_nl;Yes;;;;;
dinermenu;;;;;http://pbs.twimg.com/profile_images/3189737797/a7e8a6ed089200a243dfe1588b4bc8db_normal.jpeg;;;;;"dinermenu

@ADnl “Flink” volgens @AD.nl ten
opzichte van gisteren. Wie is hier
nu #wappie? https://t.co/XhMcYPvDzJ";;2.651,5;1.902,6;;;;;;;;;;;;;240;;;165;37;2397;660;;Flatten the Fear. Liever een wappie dan een hypochonder.;;;;7-1-2011 19:10;Open Twitter Page for This Person;https://twitter.com/dinermenu;Yes;;;;;
adnl;;;;;http://pbs.twimg.com/profile_images/1335476980058361856/uym3TeaK_normal.jpg;;;;;"adnl

";;3.075,0;2.698,8;;;;;;;;;;;;;241;;;1182;399045;191072;182;;Officieel Twitteraccount van het AD. 24/7 het laatste nieuws, volg ook @ADsportwereld en @ADshownieuws. Mail: internet@ad.nl. Webcare: @Webcare_AD.;Nederland;https://t.co/BQ4NEcwdQI;;19-4-2010 14:20;Open Twitter Page for This Person;https://twitter.com/adnl;No;;;;;
jacobdidi2022;;;;;http://pbs.twimg.com/profile_images/1377219602669768705/tCUKOXi8_normal.jpg;;;;;"jacobdidi2022

RT @DinerMenu: @ADnl “Flink” volgens
@AD.nl ten opzichte van gisteren.
Wie is hier nu #wappie? https://t.co/XhMcYPvDzJ";;2.928,1;628,3;;;;;;;;;;;;;242;;;1463;568;19133;11755;;🐶,Ajax,kok,bbq,liefste hondje van allemaal, rechts midden 🇮🇱 ,❌❌❌#AFCA.👨‍🍳🌈;Amsterdam, Nederland;https://t.co/P29CvH3mZ7;;10-4-2020 06:34;Open Twitter Page for This Person;https://twitter.com/jacobdidi2022;Yes;;;;;
mdheeremans;;;;;http://pbs.twimg.com/profile_images/1300722336149262336/JH06c3ie_normal.jpg;;;;;"mdheeremans

@Ricardo72929206 @GPPhilosopher
@gertjansegers @VogelvrijeHArts
Je bent voor kamp #ziekenhuis of
voor kamp #wappie";;3.404,2;1.777,1;;;;;;;;;;;;;243;;;4827;4025;119193;7895;;;Friesland;;;13-5-2009 12:26;Open Twitter Page for This Person;https://twitter.com/mdheeremans;Yes;;;;;
vogelvrijeharts;;;;;http://pbs.twimg.com/profile_images/636174349108690944/e0_8CtDx_normal.jpg;;;;;"vogelvrijeharts

";;3.610,6;5.613,0;;;;;;;;;;;;;244;;;86;13121;682;12042;;"De ""Louis van Gaal"" onder de Huisartsen, ex-Tropen/IC-arts, gaf #NZa klop. Tweet over dit asociale zorgstelsel. Verwar mijn humeur niet met de tweets 😎";Amsterdam, The Netherlands;https://t.co/Aj0rJzdtLj;;18-3-2010 21:52;Open Twitter Page for This Person;https://twitter.com/vogelvrijeharts;No;;;;;
gertjansegers;;;;;http://pbs.twimg.com/profile_images/1300340221897248768/2qmSOW7X_normal.jpg;;;;;"gertjansegers

";;7.090,2;1.644,9;;;;;;;;;;;;;245;;;605;61284;43653;15449;;Fractievoorzitter ChristenUnie 2e Kamer. Man van m’n vrouw, vader van 3 dochters. Hoopvolle realist.;;https://t.co/0YaCkLWYcI;;2-3-2010 19:40;Open Twitter Page for This Person;https://twitter.com/gertjansegers;No;;;;;
ricardo72929206;;;;;http://pbs.twimg.com/profile_images/1363170577960349702/eTwFGQDP_normal.jpg;;;;;"ricardo72929206

";;3.293,2;5.387,4;;;;;;;;;;;;;246;;;32;8;1304;607;;Leef vrij, leef zonder angsten en wees gelukkig met elkaar!;;;;20-2-2021 16:51;Open Twitter Page for This Person;https://twitter.com/ricardo72929206;No;;;;;
gpphilosopher;;;;;http://pbs.twimg.com/profile_images/630338737361174528/1WqtUaRX_normal.jpg;;;;;"gpphilosopher

@margabult @r_hartman @wierdduk
De naïviteit, stupiditeit en slaafsheid
van het gros van het NL volk is
hemeltergen… https://t.co/KLCtYyqbIq";;6.706,6;2.668,7;;;;;;;;;;;;;247;;;317;400;39198;71;;Not making normal what is not normal. Nurture and defend our free democratic constitutional state. Only that offers protection against arbitrariness and madness;;;;31-7-2013 15:02;Open Twitter Page for This Person;https://twitter.com/gpphilosopher;Yes;;;;;
vollebergh;;;;;http://pbs.twimg.com/profile_images/1353132098417274881/9sP3uMTY_normal.jpg;;;;;"vollebergh

@EkdomSjaak @DaWizzNL @MarcLansman
@huisdoktertim @JeroenSmeets76
Dag Sjaak. Hier heb ik dus helemaal
geen zin in. #wappie #trol #anoniem";;4.104,2;2.576,8;;;;;;;;;;;;;248;;;1392;2615;56857;50314;;MD/Ob-Gyn. Personal account. #IkVaccineer schelden=blokkeren;;;;29-1-2009 23:10;Open Twitter Page for This Person;https://twitter.com/vollebergh;Yes;;;;;
jeroensmeets76;;;;;http://pbs.twimg.com/profile_images/1147502836143546370/O_YXGSNa_normal.jpg;;;;;"jeroensmeets76

";;2.893,0;479,6;;;;;;;;;;;;;249;;;764;1393;17600;29635;;Huisarts-opleider in Heer-Maastricht & Justitieel Geneeskundige. Huisarts docent bij Huisartsopleiding UM. Kaderhuisarts Diabetes.;Maastricht, Nederland;;;14-7-2011 20:43;Open Twitter Page for This Person;https://twitter.com/jeroensmeets76;No;;;;;
huisdoktertim;;;;;http://pbs.twimg.com/profile_images/708230849976778752/sNITeLO4_normal.jpg;;;;;"huisdoktertim

";;4.531,4;1.549,4;;;;;;;;;;;;;250;;;1454;5587;17294;22939;;"Huisarts, justitieel arts ; tweet strikt op persoonlijke titel. Liefde voor huisartsenvak,kwetsbare groepen. MD,GP in the Netherlands;family med,prison doc.";When others run out, we run in;;;17-11-2011 20:01;Open Twitter Page for This Person;https://twitter.com/huisdoktertim;No;;;;;
marclansman;;;;;http://pbs.twimg.com/profile_images/960826181179314176/dUE3lcMP_normal.jpg;;;;;"marclansman

";;1.621,0;1.706,9;;;;;;;;;;;;;251;;;336;152;3280;18908;;;Amsterdam;;;4-4-2012 08:12;Open Twitter Page for This Person;https://twitter.com/marclansman;No;;;;;
dawizznl;;;;;http://pbs.twimg.com/profile_images/1720063795/76688673_2274798571_normal.jpg;;;;;"dawizznl

";;2.093,2;3.699,1;;;;;;;;;;;;;252;;;125;76;2150;574;;Dingen;;;;7-1-2010 17:18;Open Twitter Page for This Person;https://twitter.com/dawizznl;No;;;;;
ekdomsjaak;;;;;http://pbs.twimg.com/profile_images/1353277769564774400/3f142xMX_normal.jpg;;;;;"ekdomsjaak

";;5.635,8;1.209,7;;;;;;;;;;;;;253;;;598;366;3411;12360;;Andere account niet meer toegankelijk ... Dus maar opnieuw beginnen.;Beilen, Drenthe ;;;23-1-2021 17:04;Open Twitter Page for This Person;https://twitter.com/ekdomsjaak;No;;;;;
romeo48384257;;;;;http://pbs.twimg.com/profile_images/1385158024864673793/5gbQf1ZS_normal.jpg;;;;;"romeo48384257

RT @WappieSpotter: #wappie bingo
5.0 is hier! Dankje voor alle reacties!
De spelregels: 1: sla een wappie
aan de haak 2: wees het opdre…";;7.875,7;4.250,0;;;;;;;;;;;;;254;;;19;20;199;122;;Allergisch voor wappies  complot gekkie's & onrecht;;;;4-3-2021 23:53;Open Twitter Page for This Person;https://twitter.com/romeo48384257;Yes;;;;;
ngouwenberg;;;;;http://pbs.twimg.com/profile_images/1242878029300486147/c3qX7rg4_normal.jpg;;;;;"ngouwenberg

RT @WappieSpotter: #wappie bingo
5.0 is hier! Dankje voor alle reacties!
De spelregels: 1: sla een wappie
aan de haak 2: wees het opdre…";;2.829,3;2.064,2;;;;;;;;;;;;;255;;;670;23;934;3048;;Theoretisch dan hè.......dùs, ‘De Dingen’ 💉💉🧴😷🐈‍⬛🍷;🧺;;;29-12-2010 20:31;Open Twitter Page for This Person;https://twitter.com/ngouwenberg;Yes;;;;;
drdeuce6;;;;;http://pbs.twimg.com/profile_images/1300599076120133632/kJKi9TEi_normal.jpg;;;;;"drdeuce6

RT @WappieSpotter: #wappie bingo
5.0 is hier! Dankje voor alle reacties!
De spelregels: 1: sla een wappie
aan de haak 2: wees het opdre…";;1.415,8;4.277,0;;;;;;;;;;;;;256;;;168;80;4797;4386;;Prettig gestoord;;;;1-9-2020 00:59;Open Twitter Page for This Person;https://twitter.com/drdeuce6;Yes;;;;;
rcsmit;;;;;http://pbs.twimg.com/profile_images/1363562350972911623/77et-0Fn_normal.jpg;;;;;"rcsmit

RT @WappieSpotter: #wappie bingo
5.0 is hier! Dankje voor alle reacties!
De spelregels: 1: sla een wappie
aan de haak 2: wees het opdre…";;1.415,8;4.657,6;;;;;;;;;;;;;257;;;1361;1500;28088;10393;;Not traveling the world atm || Hospitality | Tourism | Service | Quality  | Yoga | Meditation || languages | running | piano | chess | Python;;https://t.co/D0jCgRYMzv;;14-2-2009 02:35;Open Twitter Page for This Person;https://twitter.com/rcsmit;Yes;;;;;
pipo19057;;;;;http://pbs.twimg.com/profile_images/1292504663376433152/qpPY7TE8_normal.jpg;;;;;"pipo19057

@NickyMonreau iets met eigen schuld
dikke bult. deze prikkers zijn
de mensen die niet prikkers #wappie
noemen, dit… https://t.co/Vwn0xEjW66";;2.216,4;5.733,7;;;;;;;;;;;;;258;;;406;194;4189;1658;;follow is follow back unfollow is unfollow back account nr 7 ik kom altijd terug;;;;29-8-2012 12:18;Open Twitter Page for This Person;https://twitter.com/pipo19057;Yes;;;;;
