;Visual Properties;;;;;;Labels;;;;Layout;;;;;;Graph Metrics;;;;;;;;;Do Not Edit;;Other Columns;;;;;;;;;;;;;;;;;;
Vertex;Color;Shape;Size;Opacity;Image File;Visibility;Label;Label Fill Color;Label Position;Tooltip;Layout Order;X;Y;Locked?;Polar R;Polar Angle;Degree;In-Degree;Out-Degree;Betweenness Centrality;Closeness Centrality;Eigenvector Centrality;PageRank;Clustering Coefficient;Reciprocated Vertex Pair Ratio;ID;Dynamic Filter;Add Your Own Columns Here;Followed;Followers;Tweets;Favorites;Time Zone UTC Offset (Seconds);Description;Location;Web;Time Zone;Joined Twitter Date (UTC);Custom Menu Item Text;Custom Menu Item Action;Tweeted Search Term?;;;;;
tmz;;;;;http://pbs.twimg.com/profile_images/948698715220410368/EkNILtvi_normal.jpg;;;;;"tmz

";;;;;;;;;;;;;;;;;;;914;5723177;339390;1285;;TMZ has consistently been credited for breaking the biggest stories dominating the entertainment news landscape and changing the way the public gets their news.;Los Angeles, CA;https://t.co/WFmNNP7hvg;;17-9-2008 15:50;Open Twitter Page for This Person;https://twitter.com/tmz;No;;;;;
hawa_salam;;;;;http://pbs.twimg.com/profile_images/1147954452835504129/A2tBi9WZ_normal.png;;;;;"hawa_salam

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;221;378;23569;40253;;"politically curious independent academic; love Canada and concerned for its future.";Ottawa, Ontario;;;6-12-2016 22:19;Open Twitter Page for This Person;https://twitter.com/hawa_salam;Yes;;;;;
teach_n_travel;;;;;http://pbs.twimg.com/profile_images/1387214547342270465/stwjQ-pn_normal.jpg;;;;;"teach_n_travel

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;3186;3309;171817;229384;;Happily Married, Father of Twin Boys, Teacher, Traveller, Sun Worshipper. Left Leaning Progressive🌹Ally🌈(BLM) Ideas and tweets are all mine. Need a coffee...;Toronto Ontario Canada;;;27-3-2011 21:04;Open Twitter Page for This Person;https://twitter.com/teach_n_travel;Yes;;;;;
sunshine__day;;;;;http://pbs.twimg.com/profile_images/1158011827579772928/WrK5w3NZ_normal.jpg;;;;;"sunshine__day

All the people portrayed in the
#QAnon documentary are fucked up
in the head. Just complete whack
jobs. #QIntoTheStorm";;;;;;;;;;;;;;;;;;;343;340;3038;539;;Mask up!;South;;;24-8-2013 15:27;Open Twitter Page for This Person;https://twitter.com/sunshine__day;Yes;;;;;
forcemultstevea;;;;;http://pbs.twimg.com/profile_images/1166381348799401987/2O_T0a6W_normal.jpg;;;;;"forcemultstevea

@Goss30Goss @KathleeRowlands Neurons
in brain make enough electricity
each day to run a light bulb (20
watts) but… https://t.co/51MZOVCr3q";;;;;;;;;;;;;;;;;;;523;529;82868;21118;;#AI startup advisor 'force multiplier' and Fractional C level exec as Quintessential 'Merchant of Light' and Speaker on #AugmentedIntelligence and #futureofwork;Olympia WA;https://t.co/g7WlSS5SPx;;27-8-2019 16:05;Open Twitter Page for This Person;https://twitter.com/forcemultstevea;Yes;;;;;
kathleerowlands;;;;;http://pbs.twimg.com/profile_images/378800000541381043/8f9e2a2aa38642c74bd88f0855e61ab6_normal.jpeg;;;;;"kathleerowlands

";;;;;;;;;;;;;;;;;;;5001;2850;274913;304291;;Emeritus Professor of Secondary Education and Previous Director of the Cal State Northridge Writing Project. Retired back to Hawai`i to be close to family.;Honolulu, HI;;;3-10-2013 06:17;Open Twitter Page for This Person;https://twitter.com/kathleerowlands;No;;;;;
goss30goss;;;;;http://pbs.twimg.com/profile_images/1340373933774790659/UfeUNxPp_normal.jpg;;;;;"goss30goss

";;;;;;;;;;;;;;;;;;;87164;161870;88559;327898;;NC born/FL home. OEF USAF Veteran. Troy Univ Alum. 🐕 Dad. Ctr-Left Liberal. Deep State Operative. Views are my own.;Florida, USA;;;22-10-2014 00:50;Open Twitter Page for This Person;https://twitter.com/goss30goss;No;;;;;
worldincrisis1;;;;;http://pbs.twimg.com/profile_images/883472599732305920/2fObavWJ_normal.jpg;;;;;"worldincrisis1

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;4546;3151;297553;92608;;Defender of Children everywhere. Have utmost respect & love for PEOPLE OF PALESTINE! GAZA GAZA DON'T YOU CRY! PALESTINE WILL NEVER DIE! CONSERVATIVES=AUTO BLOCK;Planet Earth;;;17-2-2015 20:25;Open Twitter Page for This Person;https://twitter.com/worldincrisis1;Yes;;;;;
5net6;;;;;http://pbs.twimg.com/profile_images/557629078635704320/92CclpJq_normal.jpeg;;;;;"5net6

RT @rudybouma: Baudet's bron is
een #QAnon-aanhangster die gelooft
in een satanische, pedofiele, bloeddrinkende
elite. Ze noemt ook Obama e…";;;;;;;;;;;;;;;;;;;1083;170;2032;23109;;;;https://t.co/Jqoga90r8i;;12-5-2012 08:08;Open Twitter Page for This Person;https://twitter.com/5net6;Yes;;;;;
averypatrishia;;;;;http://pbs.twimg.com/profile_images/901912738372304896/sY9P-8Ep_normal.jpg;;;;;"averypatrishia

RT @BigBlueWaveUSA: If it has to
do with Tяump, Republicans, #QAnon
or #Cult45 - it’s either illegal,
unethical, immoral or any combination…";;;;;;;;;;;;;;;;;;;3978;3240;34235;964;;#Biden is our new president #Harris is our new vice president;California, USA;;;15-8-2017 23:44;Open Twitter Page for This Person;https://twitter.com/averypatrishia;Yes;;;;;
psychoshirl;;;;;http://pbs.twimg.com/profile_images/2950965708/47f249b955c2cd8f90c0ed3634bbe6c6_normal.jpeg;;;;;"psychoshirl

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;179;61;3642;12054;;;;;;2-1-2010 02:24;Open Twitter Page for This Person;https://twitter.com/psychoshirl;Yes;;;;;
lancelott2;;;;;http://pbs.twimg.com/profile_images/1217167002650980353/8alMSqP0_normal.jpg;;;;;"lancelott2

News vom #Qanon aktuelle Zusammenfassung:
Trump ist immer noch Präsident!
Die Army ist für Trump! Der Umbruch
kommt… https://t.co/Q31oA9k5BS";;;;;;;;;;;;;;;;;;;5001;828;23454;29535;;"Fachinformatiker für Anwendungsentwicklung / Koch
Humanoider Cyborg mit Alien DNA
ak humanoide A.I. Einheit
Wir sind die Borg, Widerstand ist Zwecklos!";Germany;;;6-1-2010 23:58;Open Twitter Page for This Person;https://twitter.com/lancelott2;Yes;;;;;
mailwurm666;;;;;http://pbs.twimg.com/profile_images/1382238068401434624/sjiWaYUR_normal.jpg;;;;;"mailwurm666

RT @lancelott2: News vom #Qanon
aktuelle Zusammenfassung: Trump
ist immer noch Präsident! Die Army
ist für Trump! Der Umbruch kommt
jetzt d…";;;;;;;;;;;;;;;;;;;7672;9378;520928;525770;;"Regt euch nich über meine Rechtschreibung auf. (Ob es eine Hölle für Deutschlehrer gibt?)
Über mich: https://t.co/zQuMC40G0r Mann von ❤️@WollMops92❣️";Nehmt euch was ihr wollt💋nur ;https://t.co/VWn6HJ9K7l;;10-1-2010 01:06;Open Twitter Page for This Person;https://twitter.com/mailwurm666;Yes;;;;;
codienec;;;;;http://pbs.twimg.com/profile_images/953524865427894274/CSklK4ZD_normal.jpg;;;;;"codienec

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;3273;3019;300368;58330;;"More than a couple gr/kids + now greats!
Retired RN
#cdnpoli #health #skpoli";Division No. 11, Saskatchewan;;;2-4-2014 15:54;Open Twitter Page for This Person;https://twitter.com/codienec;Yes;;;;;
_aioria__;;;;;http://pbs.twimg.com/profile_images/1290808284761530369/TVRyxQE5_normal.jpg;;;;;"_aioria__

@TrueGayPatriots #JoeBiden #Bidenfall
#BidenIsNotMyPresident #TheTruth
#wikileaks #Qanon #LaVerdadEsUnaSola…
https://t.co/W5Xvb2A5Js";;;;;;;;;;;;;;;;;;;211;124;14227;16477;;Este no es momento de ideologías sino de responsabilidades.;🛰                   Te sigue ;;;4-8-2020 23:46;Open Twitter Page for This Person;https://twitter.com/_aioria__;Yes;;;;;
truegaypatriots;;;;;http://pbs.twimg.com/profile_images/1318953673771438082/glbe-EIG_normal.jpg;;;;;"truegaypatriots

";;;;;;;;;;;;;;;;;;;527;1349;14629;32524;;• Based •MAGA •Independents •;;;;12-10-2020 21:22;Open Twitter Page for This Person;https://twitter.com/truegaypatriots;No;;;;;
desantisstan;;;;;http://pbs.twimg.com/profile_images/1377414001672380416/XL-BMmvW_normal.jpg;;;;;"desantisstan

@SimonEgg8 @Litewave_101 @Sakukoto575
@SusanWrightTX6 @DanScavino Okay
you believe in #QAnon which is
a conspiracy… https://t.co/WhVamg4K81";;;;;;;;;;;;;;;;;;;1584;425;11343;25677;;Opinions are my own, Retweets =/= endorsement;武漢，加利福尼亞州;;;10-6-2015 00:42;Open Twitter Page for This Person;https://twitter.com/desantisstan;Yes;;;;;
danscavino;;;;;http://pbs.twimg.com/profile_images/1355741390278438913/qs90pBvu_normal.jpg;;;;;"danscavino

";;;;;;;;;;;;;;;;;;;838;1347665;11987;2873;;Former White House Deputy Chief of Staff & Director of Social Media, 1/20/2017-1/20/2021. Senior Advisor, President Donald J. Trump.;;;;28-6-2012 02:45;Open Twitter Page for This Person;https://twitter.com/danscavino;No;;;;;
susanwrighttx6;;;;;http://pbs.twimg.com/profile_images/1364391394069078017/yK5ng4Y1_normal.jpg;;;;;"susanwrighttx6

";;;;;;;;;;;;;;;;;;;95;5761;123;93;;Lifelong Republican, devoted public servant, taxpayer champion, & candidate for Congress in #TX06.;Arlington, Texas;https://t.co/aMO1pNtV0r;;23-2-2021 18:32;Open Twitter Page for This Person;https://twitter.com/susanwrighttx6;No;;;;;
sakukoto575;;;;;http://pbs.twimg.com/profile_images/1387393493635534850/97sbvpZo_normal.jpg;;;;;"sakukoto575

";;;;;;;;;;;;;;;;;;;152;86;824;46;;"🇯🇵 🇺🇸 🇬🇧 🇹🇼 🇮🇳 🇦🇺 
憲法9条改正
日本核武装
軍事費GDP2%
自由と人権、政教一致は民主主義の敵
The secrets will be uncovered, the truth will come forth.
Master of Economics";;;;26-3-2013 11:24;Open Twitter Page for This Person;https://twitter.com/sakukoto575;No;;;;;
litewave_101;;;;;http://pbs.twimg.com/profile_images/1386059791647322116/sj07CRxb_normal.jpg;;;;;"litewave_101

";;;;;;;;;;;;;;;;;;;131;0;37;1094;;"Christ Follower
Fisher Of Men 
Patriot 
Warrior For God";Covington, LA;;;26-7-2019 22:56;Open Twitter Page for This Person;https://twitter.com/litewave_101;No;;;;;
simonegg8;;;;;http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;;;;;"simonegg8

";;;;;;;;;;;;;;;;;;;11;0;53;151;;;;;;2-2-2021 01:22;Open Twitter Page for This Person;https://twitter.com/simonegg8;No;;;;;
yolanda07484649;;;;;http://pbs.twimg.com/profile_images/1360388396900782080/hEqqJgGp_normal.jpg;;;;;"yolanda07484649

RT @mog7546: This is the fringiest
of the fringe #QAnon GOP Cultists
Are Holding UV Lights To AZ Ballots
Looking For Secret Watermarks #M…";;;;;;;;;;;;;;;;;;;5119;4810;97965;112815;;Liberal Latina Lady in a red state turned Blue💙 Proud Navy Mom🇺🇸 I vet ALL followers before I FBR only please. Opinions are my own. No DMs;Phoenix, AZ;;;23-6-2018 00:35;Open Twitter Page for This Person;https://twitter.com/yolanda07484649;Yes;;;;;
fervorcoulee;;;;;http://pbs.twimg.com/profile_images/1223704681953673216/54N2yRgE_normal.jpg;;;;;"fervorcoulee

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;1711;1628;21843;59144;;"Where The B-52's, Bluegrass, Bobbie Gentry, Bruce, Daydream Believers, Billie, Bragg, B-sides, ""Big Beat,” “Beauty & the Beat,"" & ""Bela Lugosi's Dead"" intersect";Co. of Wetaskiwin, Alberta;https://t.co/yQErWJdQ32;;1-8-2013 20:30;Open Twitter Page for This Person;https://twitter.com/fervorcoulee;Yes;;;;;
mothergoose1947;;;;;http://pbs.twimg.com/profile_images/1066832725393338368/CZ8HLOlr_normal.jpg;;;;;"mothergoose1947

RT @jzikah: @anthonycwalker Lies
are integral to the cult. They
know exactly what they're doing.
#PsyOps #QAnon https://t.co/DCZnMRWgNK";;;;;;;;;;;;;;;;;;;273;108;4029;2647;;Born the middle child of eleven.I love most people except Twits that are prejudiced, racist, bigots & tRUMPians, my opinion they’re nothing butt       bullSH ‼️;;;;12-4-2010 22:18;Open Twitter Page for This Person;https://twitter.com/mothergoose1947;Yes;;;;;
anthonycwalker;;;;;http://pbs.twimg.com/profile_images/1354472376969416710/xmOXG5UA_normal.jpg;;;;;"anthonycwalker

";;;;;;;;;;;;;;;;;;;8943;74585;32799;56165;;Working with @MeidasTouch • Comedian/Activist • Married to @rlboo22lang • IG, YT: BulletproofMedic • Buy me coffee: https://t.co/2smgp8m8Cr • #Anonymous #BLM;Small Town, USA;https://t.co/9ILgOSK6uf;;7-4-2010 22:47;Open Twitter Page for This Person;https://twitter.com/anthonycwalker;No;;;;;
jzikah;;;;;http://pbs.twimg.com/profile_images/1380729462375997441/B1OyIzBB_normal.jpg;;;;;"jzikah

";;;;;;;;;;;;;;;;;;;4897;12425;60623;333341;;"Preschool teacher. 
Fights bad guys with sharpie.";;;;9-3-2009 16:10;Open Twitter Page for This Person;https://twitter.com/jzikah;No;;;;;
priyalawyer;;;;;http://pbs.twimg.com/profile_images/1176573243513290756/Gsfg8Np8_normal.jpg;;;;;"priyalawyer

Into the Storm on HBO Max is such
a great docuseries. I highly recommend
it. It has my now favorite theme
song #intothestorm #qanon";;;;;;;;;;;;;;;;;;;818;1831;4602;343;;Working Mom. Tweets are my own thoughts. I love music, dance, traveling and politics. I enjoy yoga, Pilates, running and CycleBar.;Northville, MI;https://t.co/WiZujmKkv5;;11-3-2009 04:02;Open Twitter Page for This Person;https://twitter.com/priyalawyer;Yes;;;;;
l82be;;;;;http://pbs.twimg.com/profile_images/489917126338043905/JA7GQEcD_normal.jpeg;;;;;"l82be

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;313;1290;260563;11117;;"Follower of; life on earth, history  & the future. Our greatest challenge in this era will be to work toward PEACE 4 all.

Will NOT retweet Facebook links.";;;;17-7-2014 23:20;Open Twitter Page for This Person;https://twitter.com/l82be;Yes;;;;;
sthenrymary;;;;;http://pbs.twimg.com/profile_images/115704464/DSC00286_normal.JPG;;;;;"sthenrymary

70% of Republicans believes in
#QAnon conspiracies and are ardent
consumers of @FoxNews, the House
of Lies. If they… https://t.co/CartHxcv9t";;;;;;;;;;;;;;;;;;;1310;280;14549;6281;;Political junkie, comedy connoisseur, sports enthusiast, education reformer, unionist, internationalist, naturalist & an egalitarian.;Texas, USA;;;31-3-2009 03:45;Open Twitter Page for This Person;https://twitter.com/sthenrymary;Yes;;;;;
foxnews;;;;;http://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg;;;;;"foxnews

";;;;;;;;;;;;;;;;;;;260;20184352;425410;2;;Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/3gb0b8MMza;U.S.A.;http://t.co/ZYG58XZtAC;;17-3-2007 19:01;Open Twitter Page for This Person;https://twitter.com/foxnews;No;;;;;
shaker0309;;;;;http://pbs.twimg.com/profile_images/1258093008127266816/epiJ1JZt_normal.jpg;;;;;"shaker0309

RT @StevenDb8386: @thehill @GOP
@ComeUntoChrist Splitting up only
helps candidates I support win
so I’m glad you have internal problems
and…";;;;;;;;;;;;;;;;;;;1218;2695;304703;80684;;Always remember you have within you the strength, the patience, and the passion to reach for the stars to change the world. H.Tubman;Berkeley, CA;;;11-6-2009 23:31;Open Twitter Page for This Person;https://twitter.com/shaker0309;Yes;;;;;
comeuntochrist;;;;;http://pbs.twimg.com/profile_images/1387887956589891585/Dr-CQF-f_normal.jpg;;;;;"comeuntochrist

";;;;;;;;;;;;;;;;;;;28;265870;3497;258;;Come feel of Jesus Christ's love for you. He can help you find true joy. Learn from His teachings and worship with us at https://t.co/EC2uCLlgaJ.;;https://t.co/Lif1Uoup5l;;19-5-2009 14:00;Open Twitter Page for This Person;https://twitter.com/comeuntochrist;No;;;;;
thehill;;;;;http://pbs.twimg.com/profile_images/907330975587336193/tw7JPE5v_normal.jpg;;;;;"thehill

";;;;;;;;;;;;;;;;;;;278;4172739;872188;10;;The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters.;Washington, DC;http://t.co/t414UtTRv4;;22-3-2007 18:15;Open Twitter Page for This Person;https://twitter.com/thehill;No;;;;;
housegop;;;;;http://pbs.twimg.com/profile_images/1345777059910586368/7Xq3mnJ8_normal.jpg;;;;;"housegop

";;;;;;;;;;;;;;;;;;;778;1077253;33290;3276;;We are the Republican Conference in the United States House of Representatives 🇺🇸;Washington, DC;https://t.co/lcTnaxp5EE;;23-6-2008 14:41;Open Twitter Page for This Person;https://twitter.com/housegop;No;;;;;
senategop;;;;;http://pbs.twimg.com/profile_images/1369058986771836930/fXXfXzpS_normal.jpg;;;;;"senategop

";;;;;;;;;;;;;;;;;;;23871;1249894;30179;3168;;News and updates from Senate Republicans and their staff. Chairman @SenJohnBarrasso.;Washington, D.C.;https://t.co/ToxdvPP01Z;;9-4-2008 19:42;Open Twitter Page for This Person;https://twitter.com/senategop;No;;;;;
kathy73921688;;;;;http://pbs.twimg.com/profile_images/1354981697595518978/STwMpReT_normal.jpg;;;;;"kathy73921688

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;745;675;317461;276250;;No lists please;;;;20-3-2019 16:47;Open Twitter Page for This Person;https://twitter.com/kathy73921688;Yes;;;;;
desiree_ahgudo;;;;;http://pbs.twimg.com/profile_images/1220488828026281984/F_go-oCg_normal.jpg;;;;;"desiree_ahgudo

RT @mog7546: This is the fringiest
of the fringe #QAnon GOP Cultists
Are Holding UV Lights To AZ Ballots
Looking For Secret Watermarks #M…";;;;;;;;;;;;;;;;;;;4326;4111;72499;8037;;Jan. 20: Can you hear it? Do you see it? Can you feel it?... We have peace. Welcome home democracy. Welcome home.;Hate the orange ignoramus;;;23-1-2020 21:56;Open Twitter Page for This Person;https://twitter.com/desiree_ahgudo;Yes;;;;;
secret___santa;;;;;http://pbs.twimg.com/profile_images/1371166221605892098/Qbg0rKMd_normal.jpg;;;;;"secret___santa

RT @JesperBirk5: Rosemary's Baby
/ Kate Middleton A 1968 movie by
Roman Polanski about a lady who
gives birth to Antichrist. The
reptiles a…";;;;;;;;;;;;;;;;;;;104;112;1787;7366;;LET MY PEOPLE GO 🇦🇲#FreeArmenianPOWs #UntilTheyAreHome;POW;;;2-2-2021 04:25;Open Twitter Page for This Person;https://twitter.com/secret___santa;Yes;;;;;
jesperbirk5;;;;;http://pbs.twimg.com/profile_images/1384321376056717313/YQJADkJC_normal.jpg;;;;;"jesperbirk5

";;;;;;;;;;;;;;;;;;;156;359;6203;20346;;"I MEME - therefore I am. 
Be who you came here to be!
Do what you came here to do!!
.doG | God. trutH! MAGA!! KEK!!!
#113 & 144";Aarhus, Denmark;https://t.co/SDlSBDftpX;;28-11-2017 01:07;Open Twitter Page for This Person;https://twitter.com/jesperbirk5;No;;;;;
nthngd4;;;;;http://pbs.twimg.com/profile_images/1345658294023692288/FEp0UNDD_normal.png;;;;;"nthngd4

RT @mog7546: This is the fringiest
of the fringe #QAnon GOP Cultists
Are Holding UV Lights To AZ Ballots
Looking For Secret Watermarks #M…";;;;;;;;;;;;;;;;;;;4344;4001;97333;125342;;"𝑽𝒆𝒓𝒖𝒎 𝒔𝒖𝒑𝒓𝒂 𝒐𝒎𝒏𝒆𝒔

Native NY'er. Cynic, pessimist & opinionated — but friendly.  Live w/ chronic depression. Just a good-for-nothing...";Salt Lake City, UT;https://t.co/WzVgKiRj16;;16-6-2020 01:43;Open Twitter Page for This Person;https://twitter.com/nthngd4;Yes;;;;;
jwalkintexas;;;;;http://pbs.twimg.com/profile_images/1348359085637447685/DWgWqYFc_normal.jpg;;;;;"jwalkintexas

#BlueAnon and #QAnon is a political
Purple-Nurple, no good can come
of it";;;;;;;;;;;;;;;;;;;283;216;8888;252;;Liberty Activist since 2010. Author. Anti-war,Anti-Standing Armies,Anti-Central Banks. #PSALM91 Ron Paul revolution. #Texas is for lovers. #1776WorldWide #Syria;Sovereign Republic of Texas;https://t.co/8f1ba2mDKq;;10-1-2021 19:54;Open Twitter Page for This Person;https://twitter.com/jwalkintexas;Yes;;;;;
jackhammer29006;;;;;http://pbs.twimg.com/profile_images/1379651905681494023/KyD5S3S-_normal.jpg;;;;;"jackhammer29006

RT @JoeKeene: @SenatorTimScott
Maybe your party can stop lying.
And take responsibility for the
January 6th insurrection. And expel
the…";;;;;;;;;;;;;;;;;;;3512;3437;35834;3494;;"I am apolitical; Science=Facts; Facts=accuracy;  Facts = truth & rebukes  lies: I Follow whomsoever Follows me & Likewise Unfollow!";Upstate NY & Upstate SC;;;4-12-2016 22:52;Open Twitter Page for This Person;https://twitter.com/jackhammer29006;Yes;;;;;
